rule,centered_month,information_month,entry_date,exit_date,horizon_days,ONI,dONI,strength,train_n,train_mean_spread,direction,direction_label,cop_return,xle_return,spread_return,model_gross_return,regime,xle_trailing_126d_return,xle_volatility_20d,is_test,gross_return,commission_return,net_pre_tax_return
S1 Strong level,2023-09,2023-11,2023-12-01,2023-12-04,2,1.5,0.19999999999999996,Very strong 1.5–1.9,17,0.0013836660930961803,1.0,Long COP / short XLE,-0.004346692167260691,0.0017755681818181213,-0.006122260349078812,-0.003061130174539406,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True,-0.003061130174539406,0.002,-0.005061130174539406
S1 Strong level,2023-10,2023-12,2024-01-02,2024-01-03,2,1.7,0.19999999999999996,Very strong 1.5–1.9,18,0.0009666701796420139,1.0,Long COP / short XLE,0.02355551762396524,0.02001658178372634,0.0035389358402388993,0.0017694679201194496,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True,0.0017694679201194496,0.002,-0.0002305320798805504
S1 Strong level,2023-11,2024-01,2024-02-01,2024-02-02,2,1.9,0.19999999999999996,Very strong 1.5–1.9,19,0.0011020525828313236,1.0,Long COP / short XLE,-0.01522164856685071,-0.0046478369681802745,-0.010573811598670435,-0.0052869057993352175,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True,-0.0052869057993352175,0.002,-0.007286905799335218
S1 Strong level,2023-12,2024-02,2024-03-01,2024-03-04,2,2.0,0.10000000000000009,Extreme ≥2.0,20,0.0005182593737562358,1.0,Long COP / short XLE,-0.01898066783831287,-0.006339326878746054,-0.012641340959566816,-0.006320670479783408,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True,-0.006320670479783408,0.002,-0.008320670479783408
S1 Strong level,2024-01,2024-03,2024-04-01,2024-04-02,2,1.8,-0.19999999999999996,Very strong 1.5–1.9,21,-0.00010838826116390954,-1.0,Long XLE / short COP,0.020859374999999902,0.018481360228112864,0.002378014771887038,-0.001189007385943519,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True,-0.001189007385943519,0.002,-0.003189007385943519
S1 Strong level,2024-02,2024-04,2024-05-01,2024-05-02,2,1.5,-0.30000000000000004,Very strong 1.5–1.9,22,4.630058520224437e-06,1.0,Long COP / short XLE,-0.022625519667412886,-0.008887461184280965,-0.01373805848313192,-0.00686902924156596,"Energy uptrend, low volatility",0.12455885044422454,0.15866667262004114,True,-0.00686902924156596,0.002,-0.00886902924156596
S1 Strong level,2024-03,2024-05,2024-06-03,2024-06-04,2,1.2,-0.30000000000000004,Strong 1.0–1.4,23,-0.0005928781389429123,-1.0,Long XLE / short COP,-0.03431962841906089,-0.03229626439875122,-0.0020233640203096703,0.0010116820101548352,"Energy uptrend, low volatility",0.12884747463031543,0.1646939065699731,True,0.0010116820101548352,0.002,-0.0009883179898451649
S1 Strong level,2026-06,2026-08,2026-09-01,2026-09-02,2,1.4,0.4999999999999999,Strong 1.0–1.4,24,-0.0006524817173331939,-1.0,Long XLE / short COP,0.016296296296296253,0.003545552643749117,0.012750743652547136,-0.006375371826273568,"Energy uptrend, high volatility",0.13659619826264446,0.2344337844623667,True,-0.006375371826273568,0.002,-0.008375371826273568
S1 Strong level,2023-07,2023-09,2023-10-02,2023-10-06,5,1.0,0.30000000000000004,Strong 1.0–1.4,15,-0.00041762167910058454,-1.0,Long XLE / short COP,-0.0408349966733198,-0.05029356375318483,0.009458567079865032,-0.004729283539932516,"Energy uptrend, high volatility",0.11683917562323654,0.20841994980178302,True,-0.004729283539932516,0.002,-0.006729283539932516
S1 Strong level,2023-08,2023-10,2023-11-01,2023-11-07,5,1.3,0.30000000000000004,Strong 1.0–1.4,16,0.00019964011833476653,1.0,Long COP / short XLE,-0.03540341479745557,-0.022512539367782414,-0.012890875429673154,-0.006445437714836577,"Energy uptrend, high volatility",0.07546863659629555,0.24172431105719422,True,-0.006445437714836577,0.002,-0.008445437714836577
S1 Strong level,2023-09,2023-11,2023-12-01,2023-12-07,5,1.5,0.19999999999999996,Very strong 1.5–1.9,17,-0.0005703902080186406,-1.0,Long XLE / short COP,-0.03633834651829959,-0.03705018939393945,0.0007118428756398565,-0.00035592143781992824,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True,-0.00035592143781992824,0.002,-0.0023559214378199283
S1 Strong level,2023-10,2023-12,2024-01-02,2024-01-08,5,1.7,0.19999999999999996,Very strong 1.5–1.9,18,-0.0004991550367042796,-1.0,Long XLE / short COP,-0.022787402918835853,-0.008646215800070856,-0.014141187118764997,0.007070593559382499,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True,0.007070593559382499,0.002,0.005070593559382499
S1 Strong level,2023-11,2024-01,2024-02-01,2024-02-07,5,1.9,0.19999999999999996,Very strong 1.5–1.9,19,-0.001217156725233791,-1.0,Long XLE / short COP,-0.00017803097739010898,-0.001906804910022819,0.00172877393263271,-0.000864386966316355,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True,-0.000864386966316355,0.002,-0.002864386966316355
S1 Strong level,2023-12,2024-02,2024-03-01,2024-03-07,5,2.0,0.10000000000000009,Extreme ≥2.0,20,-0.001069860192340466,-1.0,Long XLE / short COP,-0.009314586994727536,0.012678653757492109,-0.021993240752219645,0.010996620376109822,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True,0.010996620376109822,0.002,0.008996620376109822
S1 Strong level,2024-01,2024-03,2024-04-01,2024-04-05,5,1.8,-0.19999999999999996,Very strong 1.5–1.9,21,-0.002066211647572808,-1.0,Long XLE / short COP,0.04312499999999986,0.03580103495617282,0.007323965043827041,-0.0036619825219135205,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True,-0.0036619825219135205,0.002,-0.0056619825219135205
S1 Strong level,2024-02,2024-04,2024-05-01,2024-05-07,5,1.5,-0.30000000000000004,Very strong 1.5–1.9,22,-0.0016393854343273602,-1.0,Long XLE / short COP,-0.012312120243044622,-0.0019274012206874636,-0.010384719022357158,0.005192359511178579,"Energy uptrend, low volatility",0.12455885044422454,0.15866667262004114,True,0.005192359511178579,0.002,0.003192359511178579
S1 Strong level,2024-03,2024-05,2024-06-03,2024-06-07,5,1.2,-0.30000000000000004,Strong 1.0–1.4,23,-0.0020196173294590907,-1.0,Long XLE / short COP,-0.03664200928952355,-0.031219722252126436,-0.005422287037397111,0.0027111435186985555,"Energy uptrend, low volatility",0.12884747463031543,0.1646939065699731,True,0.0027111435186985555,0.002,0.0007111435186985555
S1 Strong level,2026-06,2026-08,2026-09-01,2026-09-08,5,1.4,0.4999999999999999,Strong 1.0–1.4,24,-0.0021613952339565082,-1.0,Long XLE / short COP,0.00029629629629646104,-0.0015415446277168288,0.0018378409240132898,-0.0009189204620066449,"Energy uptrend, high volatility",0.13659619826264446,0.2344337844623667,True,-0.0009189204620066449,0.002,-0.002918920462006645
S1 Strong level,2023-07,2023-09,2023-10-02,2023-10-13,10,1.0,0.30000000000000004,Strong 1.0–1.4,15,-0.00507647974118417,-1.0,Long XLE / short COP,0.03842315369261473,-0.007532956685499359,0.04595611037811409,-0.022978055189057045,"Energy uptrend, high volatility",0.11683917562323654,0.20841994980178302,True,-0.022978055189057045,0.002,-0.024978055189057047
S1 Strong level,2023-08,2023-10,2023-11-01,2023-11-14,10,1.3,0.30000000000000004,Strong 1.0–1.4,16,-0.0018869428587280287,-1.0,Long XLE / short COP,-0.02811428696798457,-0.011314592324740413,-0.016799694643244156,0.008399847321622078,"Energy uptrend, high volatility",0.07546863659629555,0.24172431105719422,True,0.008399847321622078,0.002,0.006399847321622078
S1 Strong level,2023-09,2023-11,2023-12-01,2023-12-14,10,1.5,0.19999999999999996,Very strong 1.5–1.9,17,-0.00276416355193486,-1.0,Long XLE / short COP,-0.0006954707467617949,0.003196022727272707,-0.003891493474034502,0.001945746737017251,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True,0.001945746737017251,0.002,-5.425326298274906e-05
S1 Strong level,2023-10,2023-12,2024-01-02,2024-01-16,10,1.7,0.19999999999999996,Very strong 1.5–1.9,18,-0.0028267929920515068,-1.0,Long XLE / short COP,-0.07280020483058802,-0.04406016818666314,-0.028740036643924882,0.014370018321962441,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True,0.014370018321962441,0.002,0.012370018321962441
S1 Strong level,2023-11,2024-01,2024-02-01,2024-02-14,10,1.9,0.19999999999999996,Very strong 1.5–1.9,19,-0.004190647921097474,-1.0,Long XLE / short COP,-0.0197614384902971,-0.007269693719461956,-0.012491744770835145,0.006245872385417572,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True,0.006245872385417572,0.002,0.004245872385417572
S1 Strong level,2023-12,2024-02,2024-03-01,2024-03-14,10,2.0,0.10000000000000009,Extreme ≥2.0,20,-0.004605702763584357,-1.0,Long XLE / short COP,0.052548330404218024,0.05221300138312612,0.0003353290210919013,-0.00016766451054595066,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True,-0.00016766451054595066,0.002,-0.0021676645105459507
S1 Strong level,2024-01,2024-03,2024-04-01,2024-04-12,10,1.8,-0.19999999999999996,Very strong 1.5–1.9,21,-0.004370415535742631,-1.0,Long XLE / short COP,0.02499999999999969,0.01520751927341868,0.00979248072658101,-0.004896240363290505,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True,-0.004896240363290505,0.002,-0.006896240363290505
S1 Strong level,2024-02,2024-04,2024-05-01,2024-05-14,10,1.5,-0.30000000000000004,Very strong 1.5–1.9,22,-0.0037266475238188286,-1.0,Long XLE / short COP,-0.02610782220533825,0.0033194132134062304,-0.02942723541874448,0.01471361770937224,"Energy uptrend, low volatility",0.12455885044422454,0.15866667262004114,True,0.01471361770937224,0.002,0.01271361770937224
S1 Strong level,2024-03,2024-05,2024-06-03,2024-06-14,10,1.2,-0.30000000000000004,Strong 1.0–1.4,23,-0.004844064388815596,-1.0,Long XLE / short COP,-0.05909169103733003,-0.05221229411131445,-0.00687939692601558,0.00343969846300779,"Energy uptrend, low volatility",0.12884747463031543,0.1646939065699731,True,0.00343969846300779,0.002,0.0014396984630077898
S1 Strong level,2023-07,2023-09,2023-10-02,2023-10-27,20,1.0,0.30000000000000004,Strong 1.0–1.4,15,-0.01883512602005797,-1.0,Long XLE / short COP,-0.020292747837657887,-0.062479228979727686,0.0421864811420698,-0.0210932405710349,"Energy uptrend, high volatility",0.11683917562323654,0.20841994980178302,True,-0.0210932405710349,0.002,-0.0230932405710349
S1 Strong level,2023-08,2023-10,2023-11-01,2023-11-29,20,1.3,0.30000000000000004,Strong 1.0–1.4,16,-0.015021275572424983,-1.0,Long XLE / short COP,-0.041320627364905604,-0.019946343170418768,-0.021374284194486837,0.010687142097243418,"Energy uptrend, high volatility",0.07546863659629555,0.24172431105719422,True,0.010687142097243418,0.002,0.008687142097243418
S1 Strong level,2023-09,2023-11,2023-12-01,2023-12-29,20,1.5,0.19999999999999996,Very strong 1.5–1.9,17,-0.015394981961958033,-1.0,Long XLE / short COP,0.009041119707902334,0.001880920754228077,0.007160198953674257,-0.0035800994768371286,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True,-0.0035800994768371286,0.002,-0.005580099476837129
S1 Strong level,2023-10,2023-12,2024-01-02,2024-01-30,20,1.7,0.19999999999999996,Very strong 1.5–1.9,18,-0.014141916355534016,-1.0,Long XLE / short COP,-0.026627976444482337,0.006751154802795423,-0.03337913124727776,0.01668956562363888,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True,0.01668956562363888,0.002,0.01468956562363888
S1 Strong level,2023-11,2024-01,2024-02-01,2024-02-29,20,1.9,0.19999999999999996,Very strong 1.5–1.9,19,-0.01515440134983632,-1.0,Long XLE / short COP,0.008819847085825616,0.026576093433439585,-0.01775624634761397,0.008878123173806984,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True,0.008878123173806984,0.002,0.006878123173806984
S1 Strong level,2023-12,2024-02,2024-03-01,2024-03-28,20,2.0,0.10000000000000009,Extreme ≥2.0,20,-0.015284493599725201,-1.0,Long XLE / short COP,0.11845342706502704,0.09693714523823238,0.02151628182679466,-0.01075814091339733,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True,-0.01075814091339733,0.002,-0.01275814091339733
S1 Strong level,2024-01,2024-03,2024-04-01,2024-04-26,20,1.8,-0.19999999999999996,Very strong 1.5–1.9,21,-0.013532075722271875,-1.0,Long XLE / short COP,0.01749999999999985,0.011088816136867186,0.006411183863132663,-0.0032055919315663317,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True,-0.0032055919315663317,0.002,-0.005205591931566332
S1 Strong level,2024-02,2024-04,2024-05-01,2024-05-29,20,1.5,-0.30000000000000004,Very strong 1.5–1.9,22,-0.012625563922935306,-1.0,Long XLE / short COP,-0.07269436970559517,-0.029018096155905226,-0.04367627354968995,0.021838136774844974,"Energy uptrend, low volatility",0.12455885044422454,0.15866667262004114,True,0.021838136774844974,0.002,0.019838136774844972
S1 Strong level,2024-03,2024-05,2024-06-03,2024-07-01,20,1.2,-0.30000000000000004,Strong 1.0–1.4,23,-0.013975594776272464,-1.0,Long XLE / short COP,-0.01634268019955243,-0.01050475296660014,-0.005837927232952289,0.0029189636164761446,"Energy uptrend, low volatility",0.12884747463031543,0.1646939065699731,True,0.0029189636164761446,0.002,0.0009189636164761445
S1 Strong level,2023-07,2023-09,2023-10-02,2023-11-27,40,1.0,0.30000000000000004,Strong 1.0–1.4,15,-0.02799674721535023,-1.0,Long XLE / short COP,-0.04044257762791559,-0.06247922897972813,0.022036651351812542,-0.011018325675906271,"Energy uptrend, high volatility",0.11683917562323654,0.20841994980178302,True,-0.011018325675906271,0.002,-0.013018325675906271
S1 Strong level,2023-09,2023-11,2023-12-01,2024-01-30,40,1.5,0.19999999999999996,Very strong 1.5–1.9,16,-0.024869659804902557,-1.0,Long XLE / short COP,-0.008519516647831349,0.015742822806648515,-0.024262339454479864,0.012131169727239932,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True,0.012131169727239932,0.002,0.010131169727239932
S1 Strong level,2023-11,2024-01,2024-02-01,2024-03-28,40,1.9,0.19999999999999996,Very strong 1.5–1.9,18,-0.02398478794822139,-1.0,Long XLE / short COP,0.14095068541926392,0.13419457419698344,0.006756111222280481,-0.0033780556111402404,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True,-0.0033780556111402404,0.002,-0.0053780556111402405
S1 Strong level,2024-01,2024-03,2024-04-01,2024-05-24,40,1.8,-0.19999999999999996,Very strong 1.5–1.9,20,-0.023865608669038675,-1.0,Long XLE / short COP,-0.07812355810639049,-0.035061780547049004,-0.043061777559341485,0.021530888779670743,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True,0.021530888779670743,0.002,0.01953088877967074
S1 Strong level,2024-03,2024-05,2024-06-03,2024-07-30,40,1.2,-0.30000000000000004,Strong 1.0–1.4,22,-0.022195464371131367,-1.0,Long XLE / short COP,-0.054618957509030897,0.007071807342545977,-0.061690764851576874,0.030845382425788437,"Energy uptrend, low volatility",0.12884747463031543,0.1646939065699731,True,0.030845382425788437,0.002,0.028845382425788435
S1 Strong level,2023-07,2023-09,2023-10-02,2023-12-26,60,1.0,0.30000000000000004,Strong 1.0–1.4,15,-0.042276083113483756,-1.0,Long XLE / short COP,-0.005169647990196036,-0.04146760644651981,0.036297958456323776,-0.018148979228161888,"Energy uptrend, high volatility",0.11683917562323654,0.20841994980178302,True,-0.018148979228161888,0.002,-0.02014897922816189
S1 Strong level,2023-10,2023-12,2024-01-02,2024-03-27,60,1.7,0.19999999999999996,Very strong 1.5–1.9,16,-0.037365205515370786,-1.0,Long XLE / short COP,0.0901366229248799,0.11515022353231052,-0.02501360060743063,0.012506800303715315,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True,0.012506800303715315,0.002,0.010506800303715315
S1 Strong level,2024-01,2024-03,2024-04-01,2024-06-25,60,1.8,-0.19999999999999996,Very strong 1.5–1.9,19,-0.03780508385823298,-1.0,Long XLE / short COP,-0.09589277566442478,-0.02622785330497346,-0.06966492235945132,0.03483246117972566,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True,0.03483246117972566,0.002,0.03283246117972566
S2 Very strong,2023-09,2023-11,2023-12-01,2023-12-01,1,1.5,0.19999999999999996,Very strong 1.5–1.9,8,0.0010751581613448469,1.0,Long COP / short XLE,0.0017386768669043207,0.006392045454545414,-0.0046533685876410935,-0.0023266842938205468,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True,-0.0023266842938205468,0.002,-0.004326684293820547
S2 Very strong,2023-10,2023-12,2024-01-02,2024-01-02,1,1.7,0.19999999999999996,Very strong 1.5–1.9,9,0.00043865518923529793,1.0,Long COP / short XLE,0.00358453529060343,0.0036716806822219006,-8.714539161847057e-05,-4.3572695809235285e-05,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True,-4.3572695809235285e-05,0.002,-0.0020435726958092353
S2 Very strong,2023-11,2024-01,2024-02-01,2024-02-01,1,1.9,0.19999999999999996,Very strong 1.5–1.9,10,0.0003860751311499211,1.0,Long COP / short XLE,-0.008545486914723233,-0.006077940650697111,-0.0024675462640261214,-0.0012337731320130607,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True,-0.0012337731320130607,0.002,-0.0032337731320130608
S2 Very strong,2023-12,2024-02,2024-03-01,2024-03-01,1,2.0,0.10000000000000009,Extreme ≥2.0,11,0.00012665500431573542,1.0,Long COP / short XLE,0.0038664323374340004,0.0043798985707699245,-0.0005134662333359241,-0.00025673311666796206,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True,-0.00025673311666796206,0.002,-0.002256733116667962
S2 Very strong,2024-01,2024-03,2024-04-01,2024-04-01,1,1.8,-0.19999999999999996,Very strong 1.5–1.9,12,7.331156784476378e-05,1.0,Long COP / short XLE,0.005312500000000053,0.004435526454747096,0.000876973545252957,0.0004384867726264785,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True,0.0004384867726264785,0.002,-0.0015615132273735215
S2 Very strong,2024-02,2024-04,2024-05-01,2024-05-01,1,1.5,-0.30000000000000004,Very strong 1.5–1.9,13,0.00013513171995308633,1.0,Long COP / short XLE,-0.005916213623281097,-0.014562587000749527,0.00864637337746843,0.004323186688734215,"Energy uptrend, low volatility",0.12455885044422454,0.15866667262004114,True,0.004323186688734215,0.002,0.002323186688734215
S2 Very strong,2023-09,2023-11,2023-12-01,2023-12-04,2,1.5,0.19999999999999996,Very strong 1.5–1.9,8,0.00217431044557595,1.0,Long COP / short XLE,-0.004346692167260691,0.0017755681818181213,-0.006122260349078812,-0.003061130174539406,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True,-0.003061130174539406,0.002,-0.005061130174539406
S2 Very strong,2023-10,2023-12,2024-01-02,2024-01-03,2,1.7,0.19999999999999996,Very strong 1.5–1.9,9,0.0012524692461698653,1.0,Long COP / short XLE,0.02355551762396524,0.02001658178372634,0.0035389358402388993,0.0017694679201194496,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True,0.0017694679201194496,0.002,-0.0002305320798805504
S2 Very strong,2023-11,2024-01,2024-02-01,2024-02-02,2,1.9,0.19999999999999996,Very strong 1.5–1.9,10,0.0014811159055767686,1.0,Long COP / short XLE,-0.01522164856685071,-0.0046478369681802745,-0.010573811598670435,-0.0052869057993352175,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True,-0.0052869057993352175,0.002,-0.007286905799335218
S2 Very strong,2023-12,2024-02,2024-03-01,2024-03-04,2,2.0,0.10000000000000009,Extreme ≥2.0,11,0.0003852134051906592,1.0,Long COP / short XLE,-0.01898066783831287,-0.006339326878746054,-0.012641340959566816,-0.006320670479783408,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True,-0.006320670479783408,0.002,-0.008320670479783408
S2 Very strong,2024-01,2024-03,2024-04-01,2024-04-02,2,1.8,-0.19999999999999996,Very strong 1.5–1.9,12,-0.0007003327918724637,-1.0,Long XLE / short COP,0.020859374999999902,0.018481360228112864,0.002378014771887038,-0.001189007385943519,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True,-0.001189007385943519,0.002,-0.003189007385943519
S2 Very strong,2024-02,2024-04,2024-05-01,2024-05-02,2,1.5,-0.30000000000000004,Very strong 1.5–1.9,13,-0.0004635368254294251,-1.0,Long XLE / short COP,-0.022625519667412886,-0.008887461184280965,-0.01373805848313192,0.00686902924156596,"Energy uptrend, low volatility",0.12455885044422454,0.15866667262004114,True,0.00686902924156596,0.002,0.00486902924156596
S2 Very strong,2023-09,2023-11,2023-12-01,2023-12-07,5,1.5,0.19999999999999996,Very strong 1.5–1.9,8,0.0005088250806694339,1.0,Long COP / short XLE,-0.03633834651829959,-0.03705018939393945,0.0007118428756398565,0.00035592143781992824,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True,0.00035592143781992824,0.002,-0.0016440785621800718
S2 Very strong,2023-10,2023-12,2024-01-02,2024-01-08,5,1.7,0.19999999999999996,Very strong 1.5–1.9,9,0.0005313826134439253,1.0,Long COP / short XLE,-0.022787402918835853,-0.008646215800070856,-0.014141187118764997,-0.007070593559382499,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True,-0.007070593559382499,0.002,-0.009070593559382499
S2 Very strong,2023-11,2024-01,2024-02-01,2024-02-07,5,1.9,0.19999999999999996,Very strong 1.5–1.9,10,-0.000935874359776967,-1.0,Long XLE / short COP,-0.00017803097739010898,-0.001906804910022819,0.00172877393263271,-0.000864386966316355,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True,-0.000864386966316355,0.002,-0.002864386966316355
S2 Very strong,2023-12,2024-02,2024-03-01,2024-03-07,5,2.0,0.10000000000000009,Extreme ≥2.0,11,-0.0006936336059215418,-1.0,Long XLE / short COP,-0.009314586994727536,0.012678653757492109,-0.021993240752219645,0.010996620376109822,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True,0.010996620376109822,0.002,0.008996620376109822
S2 Very strong,2024-01,2024-03,2024-04-01,2024-04-05,5,1.8,-0.19999999999999996,Very strong 1.5–1.9,12,-0.0024686008681130502,-1.0,Long XLE / short COP,0.04312499999999986,0.03580103495617282,0.007323965043827041,-0.0036619825219135205,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True,-0.0036619825219135205,0.002,-0.0056619825219135205
S2 Very strong,2024-02,2024-04,2024-05-01,2024-05-07,5,1.5,-0.30000000000000004,Very strong 1.5–1.9,13,-0.0017153265671945818,-1.0,Long XLE / short COP,-0.012312120243044622,-0.0019274012206874636,-0.010384719022357158,0.005192359511178579,"Energy uptrend, low volatility",0.12455885044422454,0.15866667262004114,True,0.005192359511178579,0.002,0.003192359511178579
